ContractNumber,ContractType,GroupNumber,EffectiveDate,ExpirationDate,RenewalDate,PolicyID,CustomerSSN
CNT-CDP-3236-919,Individual,GRP-719658,6/4/2020,6/4/2021,,CDP-RWP-867534,462-50-5376
CNT-CDP-0166-217,Group,GRP-096771,10/13/2020,10/13/2021,7/21/2022,CDP-NC-355709,469-47-1784
CNT-CDP-4618-585,Group,GRP-499571,8/2/2020,8/2/2021,,CDP-ADS-864979,133-87-1780
CNT-CDP-3283-313,Group,GRP-660024,2/17/2020,2/16/2021,8/27/2021,CDP-RCA-783875,361-44-1301
CNT-CDP-5374-530,Individual,GRP-751064,8/22/2020,8/22/2021,3/23/2022,CDP-BJHP-038233,734-17-0352
CNT-CDP-3226-308,Group,GRP-490101,3/3/2020,3/3/2021,3/4/2021,CDP-CCC-228385,422-22-6500
CNT-CDP-5956-156,Group,GRP-400785,4/23/2020,4/23/2021,11/21/2021,CDP-CDCP-171336,260-91-8767
CNT-CDP-1681-460,Group,GRP-959386,2/24/2020,2/23/2021,9/12/2021,CDP-CHS-501036,484-11-7643
CNT-CDP-3513-651,Group,GRP-220082,10/9/2020,10/9/2021,8/1/2022,CDP-RWP-867534,863-73-9525
CNT-CDP-0048-189,Group,GRP-220556,1/11/2020,1/10/2021,2/11/2021,CDP-NC-355709,565-71-6887
CNT-CDP-7129-001,Group,GRP-625908,11/25/2020,11/25/2021,12/21/2021,CDP-ADS-864979,200-03-6558
CNT-CDP-0025-074,Individual,GRP-312368,1/1/2020,12/31/2020,,CDP-RCA-783875,646-35-7884
CNT-CDP-4226-906,Individual,GRP-763222,12/29/2020,12/29/2021,4/18/2022,CDP-BJHP-038233,660-89-2485
CNT-CDP-4794-011,Individual,GRP-312517,12/25/2020,12/25/2021,3/20/2022,CDP-CCC-228385,105-24-5963
CNT-CDP-3138-200,Family,GRP-597990,12/23/2020,12/23/2021,8/3/2022,CDP-CDCP-171336,268-43-0664
CNT-CDP-3261-885,Family,GRP-344650,4/23/2020,4/23/2021,9/23/2021,CDP-CHS-501036,404-02-1511
CNT-CDP-8773-843,Group,GRP-843752,8/26/2020,8/26/2021,4/24/2022,CDP-RWP-867534,444-86-0266
CNT-CDP-0703-703,Individual,GRP-880208,3/22/2020,3/22/2021,,CDP-NC-355709,485-17-0690
CNT-CDP-7695-110,Group,GRP-148488,2/27/2020,2/26/2021,4/17/2021,CDP-ADS-864979,886-25-5637
CNT-CDP-2794-924,Family,GRP-372232,9/26/2020,9/26/2021,,CDP-RCA-783875,527-94-7787
CNT-CDP-4697-407,Individual,GRP-989404,1/21/2020,1/20/2021,9/18/2021,CDP-BJHP-038233,828-78-2030
CNT-CDP-8278-068,Family,GRP-308120,10/8/2020,10/8/2021,2/10/2022,CDP-CCC-228385,295-50-6362
CNT-CDP-7848-670,Individual,GRP-736517,4/17/2020,4/17/2021,10/27/2021,CDP-CDCP-171336,122-55-4301
CNT-CDP-4885-368,Group,GRP-658588,4/22/2020,4/22/2021,11/21/2021,CDP-CHS-501036,522-74-3333
CNT-CDP-0705-782,Family,GRP-712238,9/27/2020,9/27/2021,,CDP-RWP-867534,379-37-7126
CNT-CDP-2085-309,Group,GRP-480368,5/18/2020,5/18/2021,,CDP-NC-355709,525-43-4710
CNT-CDP-3835-236,Group,GRP-066958,2/23/2020,2/22/2021,,CDP-ADS-864979,107-43-5220
CNT-CDP-9071-527,Group,GRP-386601,1/8/2020,1/7/2021,7/31/2021,CDP-RCA-783875,410-01-6579
CNT-CDP-8176-312,Family,GRP-066554,1/31/2020,1/30/2021,10/4/2021,CDP-BJHP-038233,718-24-9799
CNT-CDP-6356-443,Individual,GRP-758641,9/12/2020,9/12/2021,9/13/2021,CDP-CCC-228385,647-12-9070
CNT-CDP-1303-991,Group,GRP-961302,10/24/2020,10/24/2021,3/6/2022,CDP-CDCP-171336,409-48-5094
CNT-CDP-5770-589,Individual,GRP-357245,11/2/2020,11/2/2021,,CDP-CHS-501036,674-28-9722
CNT-CDP-8758-759,Family,GRP-509451,2/28/2020,2/27/2021,8/16/2021,CDP-RWP-867534,502-99-6386
CNT-CDP-7169-983,Group,GRP-740810,8/4/2020,8/4/2021,,CDP-NC-355709,718-09-6017
CNT-CDP-3592-132,Individual,GRP-749032,3/22/2020,3/22/2021,2/7/2022,CDP-ADS-864979,852-44-3113
CNT-CDP-4635-159,Family,GRP-818032,11/8/2020,11/8/2021,8/8/2022,CDP-RCA-783875,213-46-0575
CNT-CDP-0695-142,Group,GRP-643256,9/29/2020,9/29/2021,10/18/2021,CDP-BJHP-038233,283-48-1886
CNT-CDP-6628-502,Family,GRP-431260,7/3/2020,7/3/2021,,CDP-CCC-228385,648-86-4577
CNT-CDP-0445-531,Family,GRP-280659,9/22/2020,9/22/2021,8/15/2022,CDP-CDCP-171336,294-24-2455
CNT-CDP-3103-701,Family,GRP-971699,10/12/2020,10/12/2021,10/11/2022,CDP-CHS-501036,343-73-0877
CNT-CDP-6440-083,Family,GRP-819336,3/3/2020,3/3/2021,2/23/2022,CDP-RWP-867534,371-43-5754
CNT-CDP-8889-788,Individual,GRP-712640,3/7/2020,3/7/2021,6/25/2021,CDP-NC-355709,702-29-5126
CNT-CDP-9199-884,Group,GRP-020948,6/19/2020,6/19/2021,,CDP-ADS-864979,430-57-8881
CNT-CDP-7225-678,Individual,GRP-290720,3/6/2020,3/6/2021,7/7/2021,CDP-RCA-783875,255-68-1656
CNT-CDP-1854-163,Family,GRP-694400,6/26/2020,6/26/2021,,CDP-BJHP-038233,649-18-0971
CNT-CDP-9453-431,Individual,GRP-164470,11/24/2020,11/24/2021,2/22/2022,CDP-CCC-228385,522-74-3333
CNT-CDP-9142-986,Individual,GRP-460585,7/16/2020,7/16/2021,6/3/2022,CDP-CDCP-171336,700-90-8678
CNT-CDP-0696-193,Group,GRP-497923,7/5/2020,7/5/2021,9/16/2021,CDP-CHS-501036,843-68-8025
CNT-CDP-4785-095,Group,GRP-880396,4/24/2020,4/24/2021,11/5/2021,CDP-RWP-867534,329-77-4299
CNT-CDP-1691-543,Family,GRP-098580,6/25/2020,6/25/2021,,CDP-NC-355709,526-47-3815
CNT-CDP-7755-654,Group,GRP-663695,9/12/2020,9/12/2021,7/29/2022,CDP-ADS-864979,640-73-8121
CNT-CDP-2948-417,Group,GRP-647589,12/12/2020,12/12/2021,,CDP-RCA-783875,366-76-1690
CNT-CDP-6726-517,Individual,GRP-698684,3/4/2020,3/4/2021,,CDP-BJHP-038233,886-42-9408
CNT-CDP-1686-344,Individual,GRP-877658,4/17/2020,4/17/2021,3/18/2022,CDP-CCC-228385,637-28-8897
CNT-CDP-0952-359,Family,GRP-008237,7/21/2020,7/21/2021,10/21/2021,CDP-CDCP-171336,609-97-8630
CNT-CDP-9810-437,Group,GRP-423812,2/24/2020,2/23/2021,9/26/2021,CDP-CHS-501036,395-52-7205
CNT-CDP-8648-617,Individual,GRP-004121,5/17/2020,5/17/2021,4/6/2022,CDP-RWP-867534,281-81-1398
CNT-CDP-8627-277,Family,GRP-977437,11/11/2020,11/11/2021,,CDP-NC-355709,295-17-0041
CNT-CDP-1266-207,Family,GRP-815246,1/23/2020,1/22/2021,4/21/2021,CDP-ADS-864979,817-05-6507
CNT-CDP-8613-486,Group,GRP-116593,1/8/2020,1/7/2021,3/18/2021,CDP-RCA-783875,204-84-2965
CNT-CDP-7084-441,Family,GRP-607135,7/22/2020,7/22/2021,12/31/2021,CDP-BJHP-038233,175-29-0870
CNT-CDP-2225-044,Individual,GRP-401859,7/24/2020,7/24/2021,,CDP-CCC-228385,296-57-4020
CNT-CDP-5220-091,Individual,GRP-558990,10/18/2020,10/18/2021,9/20/2022,CDP-CDCP-171336,639-59-5909
CNT-CDP-6784-885,Individual,GRP-625997,12/2/2020,12/2/2021,5/1/2022,CDP-CHS-501036,126-23-8300
CNT-CDP-8795-526,Family,GRP-461720,6/22/2020,6/22/2021,12/22/2021,CDP-RWP-867534,472-83-8236
CNT-CDP-4297-856,Family,GRP-501314,12/6/2020,12/6/2021,3/26/2022,CDP-NC-355709,559-35-0106
CNT-CDP-2183-000,Group,GRP-049597,8/29/2020,8/29/2021,,CDP-ADS-864979,106-91-3893
CNT-CDP-7146-925,Group,GRP-169351,7/5/2020,7/5/2021,4/1/2022,CDP-RCA-783875,117-05-3734
CNT-CDP-6430-594,Group,GRP-819044,7/9/2020,7/9/2021,1/11/2022,CDP-BJHP-038233,161-27-2102
CNT-CDP-5583-933,Group,GRP-996652,3/14/2020,3/14/2021,,CDP-CCC-228385,757-43-9631
CNT-CDP-2519-036,Individual,GRP-849949,12/21/2020,12/21/2021,5/13/2022,CDP-CDCP-171336,872-18-5511
CNT-CDP-4259-735,Individual,GRP-696947,11/11/2020,11/11/2021,,CDP-CHS-501036,411-05-1333
CNT-CDP-2283-636,Group,GRP-090680,1/27/2020,1/26/2021,8/6/2021,CDP-RWP-867534,469-18-8371
CNT-CDP-7820-783,Individual,GRP-996009,6/12/2020,6/12/2021,3/12/2022,CDP-NC-355709,678-24-3779
CNT-CDP-0296-158,Group,GRP-289926,2/24/2020,2/23/2021,10/5/2021,CDP-ADS-864979,838-61-7505
CNT-CDP-9120-282,Family,GRP-905364,7/17/2020,7/17/2021,7/22/2021,CDP-RCA-783875,379-80-0956
CNT-CDP-8976-574,Family,GRP-736623,5/25/2020,5/25/2021,,CDP-BJHP-038233,458-86-6572
CNT-CDP-1686-121,Family,GRP-083407,11/14/2020,11/14/2021,1/19/2022,CDP-CCC-228385,743-99-0167
CNT-CDP-6094-001,Individual,GRP-894261,6/26/2020,6/26/2021,5/7/2022,CDP-CDCP-171336,182-79-4944
CNT-CDP-5856-605,Family,GRP-866617,4/30/2020,4/30/2021,3/12/2022,CDP-CHS-501036,347-63-3246
CNT-CDP-0408-502,Group,GRP-575111,2/18/2020,2/17/2021,6/3/2021,CDP-RWP-867534,432-40-6023
CNT-CDP-6145-479,Family,GRP-141218,12/5/2020,12/5/2021,5/10/2022,CDP-NC-355709,885-28-7203
CNT-CDP-9285-805,Family,GRP-904390,10/9/2020,10/9/2021,8/31/2022,CDP-ADS-864979,423-25-7157
CNT-CDP-3461-691,Family,GRP-909598,4/5/2020,4/5/2021,3/31/2022,CDP-RCA-783875,358-44-0561
CNT-CDP-6814-078,Group,GRP-682507,12/26/2020,12/26/2021,6/4/2022,CDP-BJHP-038233,154-64-8431
CNT-CDP-6407-252,Individual,GRP-682264,2/3/2020,2/2/2021,12/2/2021,CDP-CCC-228385,794-04-1916
CNT-CDP-1423-688,Group,GRP-748968,8/5/2020,8/5/2021,10/24/2021,CDP-CDCP-171336,128-62-7754
CNT-CDP-3503-303,Individual,GRP-979147,9/2/2020,9/2/2021,12/20/2021,CDP-CHS-501036,589-94-4692
CNT-CDP-2140-742,Individual,GRP-459615,6/25/2020,6/25/2021,,CDP-RWP-867534,787-25-1617
CNT-CDP-6281-979,Group,GRP-819584,9/13/2020,9/13/2021,,CDP-NC-355709,571-27-8259
CNT-CDP-4854-921,Family,GRP-483804,2/12/2020,2/11/2021,7/25/2021,CDP-ADS-864979,176-86-3412
CNT-CDP-6641-080,Family,GRP-541020,6/8/2020,6/8/2021,,CDP-RCA-783875,505-12-3386
CNT-CDP-9721-992,Individual,GRP-292703,7/27/2020,7/27/2021,,CDP-BJHP-038233,320-72-8082
CNT-CDP-3520-881,Family,GRP-932726,12/4/2020,12/4/2021,3/12/2022,CDP-CCC-228385,240-36-3667
CNT-CDP-1964-119,Individual,GRP-256343,4/11/2020,4/11/2021,,CDP-CDCP-171336,863-28-4647
CNT-CDP-7526-443,Group,GRP-360891,5/28/2020,5/28/2021,8/24/2021,CDP-CHS-501036,550-33-5183
CNT-CDP-9881-842,Individual,GRP-331349,3/25/2020,3/25/2021,3/4/2022,CDP-RWP-867534,391-99-3823
CNT-CDP-9564-311,Individual,GRP-235121,10/1/2020,10/1/2021,,CDP-NC-355709,707-14-3743
CNT-CDP-8927-296,Group,GRP-756530,6/19/2020,6/19/2021,12/5/2021,CDP-ADS-864979,779-38-6747
CNT-CDP-9435-295,Group,GRP-897559,1/22/2020,1/21/2021,,CDP-RCA-783875,378-87-1056
CNT-CDP-9935-583,Group,GRP-302671,1/10/2020,1/9/2021,,CDP-BJHP-038233,281-73-6808
CNT-CDP-3423-266,Family,GRP-678089,1/28/2020,1/27/2021,3/8/2021,CDP-CCC-228385,527-90-6987
CNT-CDP-0693-669,Individual,GRP-105022,3/29/2020,3/29/2021,2/3/2022,CDP-CDCP-171336,723-38-9797
CNT-CDP-4884-670,Group,GRP-538527,10/1/2020,10/1/2021,5/1/2022,CDP-CHS-501036,863-58-3723
CNT-CDP-5393-636,Individual,GRP-437224,1/4/2020,1/3/2021,8/26/2021,CDP-RWP-867534,682-28-5156
CNT-CDP-4972-406,Group,GRP-262213,12/21/2020,12/21/2021,11/21/2022,CDP-NC-355709,638-53-8878
CNT-CDP-7072-546,Individual,GRP-000655,11/17/2020,11/17/2021,1/1/2022,CDP-ADS-864979,706-92-3972
CNT-CDP-0458-892,Group,GRP-743351,1/6/2020,1/5/2021,6/20/2021,CDP-RCA-783875,832-05-8450
CNT-CDP-8393-267,Family,GRP-366560,3/8/2020,3/8/2021,5/28/2021,CDP-BJHP-038233,349-12-0495
CNT-CDP-7409-650,Individual,GRP-139831,6/18/2020,6/18/2021,12/29/2021,CDP-CCC-228385,646-54-5749
CNT-CDP-0138-017,Individual,GRP-879469,9/1/2020,9/1/2021,4/12/2022,CDP-CDCP-171336,708-53-8002
CNT-CDP-6091-049,Group,GRP-672539,3/20/2020,3/20/2021,,CDP-CHS-501036,707-40-1856
CNT-CDP-3352-445,Family,GRP-878878,10/8/2020,10/8/2021,,CDP-RWP-867534,444-30-5228
CNT-CDP-2968-518,Family,GRP-105173,3/24/2020,3/24/2021,11/11/2021,CDP-NC-355709,707-70-2974
CNT-CDP-6675-366,Group,GRP-235302,3/1/2020,3/1/2021,6/8/2021,CDP-ADS-864979,136-67-3745
CNT-CDP-0006-619,Group,GRP-911080,6/28/2020,6/28/2021,6/20/2022,CDP-RCA-783875,305-32-7126
CNT-CDP-2373-020,Individual,GRP-570017,2/22/2020,2/21/2021,4/21/2021,CDP-BJHP-038233,622-30-1101
CNT-CDP-7934-726,Group,GRP-384215,10/31/2020,10/31/2021,,CDP-CCC-228385,708-86-3495
CNT-CDP-4517-168,Group,GRP-138692,8/12/2020,8/12/2021,,CDP-CDCP-171336,294-47-6704
CNT-CDP-2482-116,Individual,GRP-045619,9/26/2020,9/26/2021,7/9/2022,CDP-CHS-501036,425-60-9329
CNT-CDP-7714-726,Individual,GRP-744399,11/28/2020,11/28/2021,,CDP-RWP-867534,154-64-8431
CNT-CDP-8729-673,Family,GRP-041912,6/3/2020,6/3/2021,4/17/2022,CDP-NC-355709,541-57-2145
CNT-CDP-3626-233,Individual,GRP-455086,7/11/2020,7/11/2021,,CDP-ADS-864979,417-63-0056
CNT-CDP-7878-580,Individual,GRP-288827,4/12/2020,4/12/2021,7/6/2021,CDP-RCA-783875,137-92-1680
CNT-CDP-4982-687,Group,GRP-894571,1/11/2020,1/10/2021,3/3/2021,CDP-BJHP-038233,674-10-7843
CNT-CDP-1871-181,Individual,GRP-925021,11/11/2020,11/11/2021,,CDP-CCC-228385,111-48-5399
CNT-CDP-2420-167,Group,GRP-013655,11/5/2020,11/5/2021,,CDP-CDCP-171336,814-90-5059
CNT-CDP-9697-067,Individual,GRP-225700,4/28/2020,4/28/2021,11/3/2021,CDP-CHS-501036,399-02-7593
CNT-CDP-7840-240,Family,GRP-968264,7/26/2020,7/26/2021,10/20/2021,CDP-RWP-867534,213-89-8076
CNT-CDP-7719-845,Family,GRP-348353,7/12/2020,7/12/2021,1/18/2022,CDP-NC-355709,326-82-9096
CNT-CDP-0934-058,Individual,GRP-854083,1/1/2020,12/31/2020,,CDP-ADS-864979,168-79-9741
CNT-CDP-2493-116,Individual,GRP-854010,2/22/2020,2/21/2021,,CDP-RCA-783875,107-63-1394
CNT-CDP-0592-659,Individual,GRP-495199,10/5/2020,10/5/2021,4/6/2022,CDP-BJHP-038233,120-96-4953
CNT-CDP-1796-630,Family,GRP-275541,9/16/2020,9/16/2021,12/12/2021,CDP-CCC-228385,179-21-3190
CNT-CDP-2695-550,Family,GRP-232461,7/4/2020,7/4/2021,,CDP-CDCP-171336,855-68-4236
CNT-CDP-4272-021,Group,GRP-396065,6/17/2020,6/17/2021,1/6/2022,CDP-CHS-501036,523-80-3435
CNT-CDP-5346-601,Individual,GRP-361226,2/6/2020,2/5/2021,8/18/2021,CDP-RWP-867534,239-46-5126
CNT-CDP-0766-102,Family,GRP-797644,7/8/2020,7/8/2021,,CDP-NC-355709,784-23-9227
CNT-CDP-3659-832,Individual,GRP-778193,6/12/2020,6/12/2021,,CDP-ADS-864979,755-42-1537
CNT-CDP-7818-755,Group,GRP-394091,2/29/2020,2/28/2021,,CDP-RCA-783875,160-40-0524
CNT-CDP-0541-865,Individual,GRP-695617,2/6/2020,2/5/2021,,CDP-BJHP-038233,674-16-7205
CNT-CDP-5662-622,Individual,GRP-607861,10/8/2020,10/8/2021,,CDP-CCC-228385,213-89-8076
CNT-CDP-1769-166,Family,GRP-684172,5/8/2020,5/8/2021,1/2/2022,CDP-CDCP-171336,882-29-5174
CNT-CDP-8009-513,Family,GRP-024897,3/2/2020,3/2/2021,11/15/2021,CDP-CHS-501036,819-97-9212
CNT-CDP-9297-790,Family,GRP-347305,4/1/2020,4/1/2021,7/30/2021,CDP-RWP-867534,223-46-4546
CNT-CDP-5200-904,Group,GRP-130044,12/22/2020,12/22/2021,,CDP-NC-355709,294-24-2455
CNT-CDP-3189-415,Individual,GRP-873427,4/14/2020,4/14/2021,,CDP-ADS-864979,398-74-8575
CNT-CDP-6016-002,Family,GRP-134847,11/2/2020,11/2/2021,3/23/2022,CDP-RCA-783875,336-91-9867
CNT-CDP-7980-782,Family,GRP-815386,5/19/2020,5/19/2021,5/16/2022,CDP-BJHP-038233,176-84-2096
CNT-CDP-6431-317,Group,GRP-910738,6/18/2020,6/18/2021,,CDP-CCC-228385,177-43-9176
CNT-CDP-1676-188,Family,GRP-290902,8/1/2020,8/1/2021,1/24/2022,CDP-CDCP-171336,478-48-7443
CNT-CDP-1839-909,Individual,GRP-199083,3/12/2020,3/12/2021,9/25/2021,CDP-CHS-501036,628-62-2747
CNT-CDP-2548-369,Individual,GRP-494380,2/1/2020,1/31/2021,9/18/2021,CDP-RWP-867534,568-17-3551
CNT-CDP-3887-648,Individual,GRP-859032,4/29/2020,4/29/2021,8/2/2021,CDP-NC-355709,297-67-6147
CNT-CDP-7904-696,Group,GRP-425962,9/12/2020,9/12/2021,,CDP-ADS-864979,400-21-1001
CNT-CDP-1754-791,Group,GRP-313620,1/21/2020,1/20/2021,,CDP-RCA-783875,436-44-7581
CNT-CDP-0277-107,Family,GRP-794536,6/15/2020,6/15/2021,5/5/2022,CDP-BJHP-038233,400-01-7648
CNT-CDP-9213-941,Group,GRP-484333,9/14/2020,9/14/2021,1/1/2022,CDP-CCC-228385,446-41-6870
CNT-CDP-0506-660,Family,GRP-067566,3/29/2020,3/29/2021,7/18/2021,CDP-CDCP-171336,541-57-2145
CNT-CDP-9941-051,Group,GRP-122188,4/11/2020,4/11/2021,,CDP-CHS-501036,569-03-0198
CNT-CDP-2875-651,Individual,GRP-621898,11/17/2020,11/17/2021,11/21/2021,CDP-RWP-867534,572-52-6215
CNT-CDP-3540-143,Family,GRP-292888,11/4/2020,11/4/2021,7/11/2022,CDP-NC-355709,313-95-3567
CNT-CDP-8322-326,Individual,GRP-216305,6/15/2020,6/15/2021,8/25/2021,CDP-ADS-864979,386-35-2129
CNT-CDP-2586-316,Group,GRP-849644,7/24/2020,7/24/2021,4/10/2022,CDP-RCA-783875,585-96-5064
CNT-CDP-9419-990,Family,GRP-154592,9/29/2020,9/29/2021,11/24/2021,CDP-BJHP-038233,324-19-5995
CNT-CDP-5311-299,Family,GRP-546637,11/28/2020,11/28/2021,5/3/2022,CDP-CCC-228385,379-80-0956
CNT-CDP-0000-939,Individual,GRP-405046,7/12/2020,7/12/2021,,CDP-CDCP-171336,386-12-2564
CNT-CDP-6984-981,Family,GRP-632223,6/16/2020,6/16/2021,5/1/2022,CDP-CHS-501036,728-14-0129
CNT-CDP-3959-709,Family,GRP-989833,9/17/2020,9/17/2021,,CDP-RWP-867534,185-30-3761
CNT-CDP-7683-513,Family,GRP-180357,6/14/2020,6/14/2021,9/17/2021,CDP-NC-355709,116-08-6992
CNT-CDP-5417-947,Individual,GRP-924902,1/22/2020,1/21/2021,7/1/2021,CDP-ADS-864979,774-26-8823
CNT-CDP-4724-585,Group,GRP-923450,8/10/2020,8/10/2021,1/17/2022,CDP-RCA-783875,754-98-7758
CNT-CDP-6539-835,Individual,GRP-040757,10/4/2020,10/4/2021,12/3/2021,CDP-BJHP-038233,739-86-6514
CNT-CDP-4771-397,Individual,GRP-977618,4/20/2020,4/20/2021,3/27/2022,CDP-CCC-228385,728-88-9032
CNT-CDP-1234-769,Group,GRP-208707,10/30/2020,10/30/2021,12/16/2021,CDP-CDCP-171336,675-06-9696
CNT-CDP-2701-653,Group,GRP-577123,6/22/2020,6/22/2021,,CDP-CHS-501036,789-23-6374
CNT-CDP-8082-849,Individual,GRP-295253,1/30/2020,1/29/2021,,CDP-RWP-867534,331-86-5929
CNT-CDP-7089-233,Individual,GRP-362961,1/9/2020,1/8/2021,2/16/2021,CDP-NC-355709,400-01-7648
CNT-CDP-4706-084,Group,GRP-152563,10/22/2020,10/22/2021,6/14/2022,CDP-ADS-864979,809-02-4761
CNT-CDP-3529-529,Family,GRP-933250,6/6/2020,6/6/2021,8/4/2021,CDP-RCA-783875,233-98-7822
CNT-CDP-4331-816,Group,GRP-109790,10/18/2020,10/18/2021,7/1/2022,CDP-BJHP-038233,597-42-6584
CNT-CDP-0903-216,Individual,GRP-326314,8/21/2020,8/21/2021,12/8/2021,CDP-CCC-228385,182-13-3034
CNT-CDP-2950-279,Family,GRP-368313,5/12/2020,5/12/2021,,CDP-CDCP-171336,828-69-1991
CNT-CDP-5990-156,Individual,GRP-704022,12/9/2020,12/9/2021,,CDP-CHS-501036,529-86-3176
CNT-CDP-2291-941,Family,GRP-244841,7/19/2020,7/19/2021,,CDP-RWP-867534,831-70-3318
CNT-CDP-4915-489,Group,GRP-538124,2/17/2020,2/16/2021,8/21/2021,CDP-NC-355709,568-17-3551
CNT-CDP-7316-520,Family,GRP-824098,4/14/2020,4/14/2021,4/24/2021,CDP-ADS-864979,159-60-4499
CNT-CDP-0513-363,Family,GRP-563124,2/21/2020,2/20/2021,,CDP-RCA-783875,414-80-2739
CNT-CDP-9113-700,Group,GRP-324475,8/8/2020,8/8/2021,2/7/2022,CDP-BJHP-038233,657-47-2248
CNT-CDP-5443-289,Group,GRP-897740,3/12/2020,3/12/2021,1/7/2022,CDP-CCC-228385,887-07-8129
CNT-CDP-1726-079,Family,GRP-429397,5/14/2020,5/14/2021,10/4/2021,CDP-CDCP-171336,763-27-4967
CNT-CDP-4343-248,Individual,GRP-885082,4/29/2020,4/29/2021,8/25/2021,CDP-CHS-501036,719-79-7096
CNT-CDP-0052-515,Individual,GRP-898793,3/11/2020,3/11/2021,,CDP-RWP-867534,793-09-2729
CNT-CDP-1814-699,Family,GRP-570121,2/15/2020,2/14/2021,8/12/2021,CDP-NC-355709,234-43-4033
CNT-CDP-2296-977,Group,GRP-445322,12/10/2020,12/10/2021,1/31/2022,CDP-ADS-864979,457-60-9652
CNT-CDP-8141-632,Family,GRP-316173,3/20/2020,3/20/2021,3/17/2022,CDP-RCA-783875,648-53-3431
CNT-CDP-7214-628,Family,GRP-915560,9/1/2020,9/1/2021,8/26/2022,CDP-BJHP-038233,587-46-8092
CNT-CDP-5348-125,Group,GRP-670785,3/8/2020,3/8/2021,8/6/2021,CDP-CCC-228385,498-47-0662
CNT-CDP-7072-802,Individual,GRP-817481,10/24/2020,10/24/2021,,CDP-CDCP-171336,384-12-1031
CNT-CDP-1585-636,Group,GRP-410225,6/16/2020,6/16/2021,,CDP-CHS-501036,608-97-9026
CNT-CDP-1981-863,Family,GRP-223962,12/10/2020,12/10/2021,,CDP-RWP-867534,471-25-7860
CNT-CDP-8185-458,Group,GRP-721998,2/19/2020,2/18/2021,,CDP-NC-355709,674-28-9722
CNT-CDP-1820-045,Family,GRP-573750,2/11/2020,2/10/2021,8/23/2021,CDP-ADS-864979,894-74-3017
CNT-CDP-9840-855,Group,GRP-634024,12/1/2020,12/1/2021,6/17/2022,CDP-RCA-783875,234-08-0559
CNT-CDP-3793-082,Group,GRP-220265,11/10/2020,11/10/2021,,CDP-BJHP-038233,218-76-2737
CNT-CDP-7314-241,Family,GRP-345971,11/7/2020,11/7/2021,5/30/2022,CDP-CCC-228385,175-29-0870
CNT-CDP-4379-909,Family,GRP-906108,8/17/2020,8/17/2021,,CDP-CDCP-171336,545-54-0867
CNT-CDP-2186-658,Individual,GRP-606152,6/20/2020,6/20/2021,6/14/2022,CDP-CHS-501036,785-51-7143
CNT-CDP-4539-202,Family,GRP-299401,9/19/2020,9/19/2021,,CDP-RWP-867534,505-40-2843
CNT-CDP-0987-596,Family,GRP-391149,7/29/2020,7/29/2021,,CDP-NC-355709,463-31-3614
CNT-CDP-8823-311,Family,GRP-981759,4/26/2020,4/26/2021,5/20/2021,CDP-ADS-864979,366-67-0216
CNT-CDP-6819-140,Family,GRP-297825,1/30/2020,1/29/2021,12/19/2021,CDP-RCA-783875,875-38-2089
CNT-CDP-1664-571,Individual,GRP-296778,12/14/2020,12/14/2021,7/10/2022,CDP-BJHP-038233,544-08-8528
CNT-CDP-7866-739,Family,GRP-644318,11/23/2020,11/23/2021,4/18/2022,CDP-CCC-228385,314-07-7920
CNT-CDP-3538-331,Individual,GRP-253070,1/23/2020,1/22/2021,1/5/2022,CDP-CDCP-171336,728-88-9032
CNT-CDP-8595-947,Group,GRP-273493,8/11/2020,8/11/2021,12/20/2021,CDP-CHS-501036,111-55-7156
CNT-CDP-0980-666,Family,GRP-601741,5/21/2020,5/21/2021,9/25/2021,CDP-RWP-867534,230-79-0511
CNT-CDP-2796-047,Family,GRP-912264,2/8/2020,2/7/2021,,CDP-NC-355709,804-60-1290
CNT-CDP-0939-154,Individual,GRP-574029,8/24/2020,8/24/2021,9/4/2021,CDP-ADS-864979,137-92-1680
CNT-CDP-5847-992,Group,GRP-481260,6/12/2020,6/12/2021,8/30/2021,CDP-RCA-783875,348-24-6506
CNT-CDP-6058-304,Individual,GRP-746859,8/4/2020,8/4/2021,7/19/2022,CDP-BJHP-038233,683-18-9050
CNT-CDP-2559-978,Group,GRP-846785,2/26/2020,2/25/2021,,CDP-CCC-228385,482-40-1690
CNT-CDP-2758-078,Group,GRP-426059,11/8/2020,11/8/2021,3/26/2022,CDP-CDCP-171336,464-17-5401
CNT-CDP-6384-458,Family,GRP-171878,2/7/2020,2/6/2021,4/14/2021,CDP-CHS-501036,577-94-4504
CNT-CDP-4887-066,Family,GRP-130436,10/25/2020,10/25/2021,9/17/2022,CDP-RWP-867534,771-46-3757
CNT-CDP-2779-510,Group,GRP-810876,9/5/2020,9/5/2021,12/29/2021,CDP-NC-355709,364-43-2698
CNT-CDP-7038-625,Family,GRP-101394,8/29/2020,8/29/2021,6/19/2022,CDP-ADS-864979,856-84-5835
CNT-CDP-9424-824,Family,GRP-477921,7/31/2020,7/31/2021,,CDP-RCA-783875,305-25-5939
CNT-CDP-1986-826,Group,GRP-627203,2/24/2020,2/23/2021,,CDP-BJHP-038233,826-78-8664
CNT-CDP-4388-592,Group,GRP-896160,3/1/2020,3/1/2021,,CDP-CCC-228385,578-71-8021
